Genes,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ADD3,2141,2829,1018,1551,24450,6869,2691,10654,4538,1700,6732,10374,11488,6545,6723,9468,5536,6839,3448,7164
ADH1B,46,983,38,2,1067,15,3353,485,24,33,12010,177387,20796,204047,40817,41293,58440,26593,1615,123844
ADH1C,1,96,1,0,4338,1,37,5,0,1,477,574,425,1142,1199,1030,306,753,101,2098
ADH5,4396,4819,7148,6776,5246,11748,4881,15982,17532,2385,10736,8507,9987,14468,9042,9942,7563,8409,5605,10950
ADHFE1,152,83,82,60,1302,298,111,232,36,23,569,1094,787,1979,558,945,697,480,196,1128
ADI1,2495,3548,3676,4079,6201,4600,6783,18934,6316,4333,4902,5468,4332,5781,7323,4083,3968,4588,3858,5627
ADIPOQ,104,520,81,4,1475,18,5525,132,65,31,4149,100536,18252,255606,62088,36081,101812,39513,1815,237678
ADIPOR1,5447,5957,7480,20260,19626,12879,12208,17508,15719,5397,7521,4218,7232,5133,6361,6045,4759,4853,5226,5186
ADIPOR2,3489,5434,2370,7060,8648,16784,7536,19576,8750,5319,7536,6835,7321,13923,9112,7044,12938,7317,3827,13090
ADK,1194,1432,691,1273,1863,1777,1366,3512,1323,1037,1455,781,1080,1343,1136,1259,936,1097,940,1046
ADM2,1192,1110,508,1320,1722,944,1993,3664,955,172,406,12,480,6,373,325,146,229,611,8
ADM,256,3828,796,189,318,1898,112,954,1482,647,724,1130,1167,3144,3034,1003,742,2511,378,3109
ADNP2,1520,1850,953,1892,3772,3502,1909,3603,3707,1887,1889,943,2930,1405,1491,2451,1888,1515,1270,1117
ADNP,8703,6605,3715,22730,20855,12575,11312,15759,10118,5711,7784,3713,11170,4573,5027,9634,6720,5997,5616,3845
ADORA1,105,338,3474,23193,293,1194,1657,775,1054,102,1153,273,3205,1043,659,675,808,483,2246,422
ADORA2A,368,462,339,192,188,1272,179,628,436,127,243,88,129,87,441,212,234,141,314,73
ADORA2B,382,490,119,61,46,725,298,426,541,1,488,138,413,40,117,186,131,245,340,55
ADORA3,304,392,86,314,613,666,59,926,116,121,1163,972,167,69,442,371,256,244,222,177
ADO,1635,1020,1662,3024,2868,3607,2649,3299,1696,1361,1945,1004,2705,1259,1516,1930,1317,1401,1658,950
ADPGK,2465,2754,1245,3702,2587,5536,6898,6755,7281,1295,2907,1937,2794,1354,2139,2646,1619,1900,1800,1482
ADPRHL1,232,214,21,319,1490,1413,312,510,68,297,247,77,253,279,260,159,150,214,220,96
ADPRHL2,2745,2522,813,5461,1022,4826,1855,4495,3876,1790,2366,902,1746,751,1920,1567,965,1463,1942,762
ADPRH,772,1131,420,1351,665,1683,902,1233,1735,360,1529,1519,1182,1351,1288,1266,698,1304,731,960
ADRA1B,32,21,111,24,20,135,63,64,563,5,29,367,80,103,203,52,264,100,22,171
ADRA2A,520,297,57,95,820,1174,1886,909,387,81,5260,2393,1908,5491,5675,3342,5046,3193,796,6415
ADRA2B,119,95,59,247,6,97,127,335,138,11,167,108,83,56,125,96,62,220,48,115
ADRA2C,26,21,1135,25,7,167,7,35,15,28,430,206,141,321,381,128,248,187,158,156
ADRB1,20,56,42,2,36,36,284,30,10,585,128,145,90,611,302,93,169,216,60,285
ADRB2,53,53,5,7,150,122,47,402,32,19,665,905,591,1335,818,591,773,1677,133,955
ADRBK1,2814,5875,2429,7123,2847,9151,1629,8243,6968,3756,5063,2851,5100,2565,4855,4461,3175,2791,4572,2499
ADRBK2,635,643,195,793,659,2958,2405,3814,2747,413,2446,8732,4849,10573,3071,4549,4809,3263,1290,10049
ADRM1,6988,6500,5095,8492,2797,4105,5319,9354,11304,6417,4527,1916,2672,2066,4461,2119,1955,1987,5136,2063
ADSL,2640,2520,1289,3316,3177,2550,7116,5728,9381,1409,2865,1424,2784,1454,2307,1979,1662,1693,2697,1293
ADSSL1,8,205,87,196,609,662,90,237,256,26,493,875,379,1044,424,382,260,363,413,672
ADSS,3892,5753,3357,7638,13344,5581,4740,9194,7686,1452,3773,1483,4426,1476,2827,3840,2205,2574,3113,1211
AEBP1,22036,49917,9006,8477,39582,55107,5264,8308,16199,5199,33488,16688,15979,20665,35804,15676,17638,20026,9301,15469
AEBP2,1254,888,863,1437,2079,3969,1796,7216,2744,933,1991,1082,3396,1262,1419,2533,1434,2150,1073,1012
AEN,1954,1247,502,2770,1355,2674,3120,3079,5007,540,1413,366,1934,536,1282,1279,606,882,1425,316
AES,8487,14522,38245,74849,5408,10185,20365,20149,14109,7819,27290,9491,19467,15210,29164,15974,13448,14433,17651,11304
AFAP1L1,455,414,632,427,399,763,620,686,378,331,772,2219,945,5444,1405,1200,1421,1684,434,1899
AFAP1L2,757,1001,758,292,576,1541,1420,657,1512,585,3527,1147,4568,795,1721,2484,1167,2388,2412,819
AFAP1,2623,3782,1398,4165,3186,8119,1670,4999,3815,1477,3252,3332,6940,3258,2725,3825,3065,3552,2860,2954
AFF1,2890,2530,1548,2745,5570,5937,1786,3566,2687,1621,5140,7899,9387,7280,4773,9282,7299,6604,2772,7773
AFF2,44,31,43,78,7378,455,740,39,44,53,68,68,188,72,156,74,297,304,54,406
AFF3,26,134,186,90,5694,1895,119,3114,192,210,6758,326,8479,1194,2111,8735,6841,2172,2793,1695
AFF4,4451,4768,2853,7570,12496,12843,4471,8385,2720,3047,7617,4871,15946,6282,4720,11497,8850,7655,3931,5482
AFG3L1,1047,752,1321,1203,946,881,1242,1385,1519,269,923,357,864,416,681,876,478,624,511,289
AFG3L2,5831,4066,2009,6309,7808,12011,2731,12071,20470,6137,4724,1920,4628,2706,3384,4015,2973,3228,3263,2306
AFMID,641,786,694,3753,13090,2338,1230,1748,799,239,1919,414,1636,347,3176,1731,553,1197,1688,454
AFTPH,2104,3341,1900,3601,8443,7374,5061,5663,4771,2976,4143,1754,6131,2049,3160,5717,4628,3570,2487,1828
AG2,344,394,800,218,158,460,718,212,242,173,1325,935,1868,2209,1602,663,642,822,357,1151
AGAP11,30,11,14,36,72,30,21,34,64,12,312,507,292,1152,355,888,382,562,54,666
AGAP1,1499,909,937,871,2478,1187,924,2029,1754,455,1412,1082,1787,651,971,2068,1473,1085,1231,770
AGAP2,351,219,58,237,384,493,72,678,207,857,257,117,557,72,271,338,86,113,326,138
AGAP3,3803,3299,4224,5581,1679,3421,1098,8125,2223,2910,4627,2282,4611,2579,3661,3560,2012,2523,4405,1672
AGAP4,461,323,739,645,353,342,452,992,678,337,1022,286,1031,343,513,1038,404,514,380,299
AGAP5,75,30,148,95,178,212,73,116,63,36,159,77,321,63,73,216,116,108,70,28
AGAP6,399,193,618,523,151,231,407,622,383,204,463,207,445,179,269,456,219,237,198,137
AGAP8,143,46,49,292,34,62,47,417,113,35,64,33,50,37,77,135,53,33,39,51
AGA,639,1501,1653,2051,9809,1432,2136,2729,1122,935,1635,454,1193,841,1961,1536,1138,1101,1397,926
AGBL5,933,3554,777,3753,2475,3533,3630,5594,7603,2356,2599,984,2589,1375,2118,2459,1479,1871,1995,1281
AGER,119,34,246,88,21,31,201,134,134,29,207,60,100,45,64,170,28,68,75,56
AGFG1,6580,4563,1737,5266,11155,5503,5802,10212,10800,2097,3804,4466,5589,5370,4914,4853,4791,4020,3267,6305
AGFG2,386,598,397,1080,1129,1496,634,1013,255,495,1625,662,1381,677,1610,1318,641,1143,1318,774
AGGF1,1429,955,744,1905,3549,2558,3099,3118,2561,1063,2817,1815,3054,1788,1939,3003,1880,1866,1597,1896
AGK,1267,1235,2338,2898,2433,3834,1615,2921,2223,904,1734,951,1654,1060,1243,1678,1159,1247,1150,897
AGL,1513,1511,1142,1705,2251,5696,2378,4250,2821,997,2203,2049,3866,3882,1707,3470,3435,2236,1159,3686
AGMAT,232,239,17,27,98,537,132,307,276,136,91,20,57,5,68,37,40,38,32,2
AGPAT1,2876,5298,5211,5780,3985,8169,10138,7427,7198,5117,6133,3320,5488,3863,5308,4168,3359,3476,4244,3111
AGPAT2,1336,4200,1817,1970,1326,2468,912,1069,5442,1994,3062,11153,3964,25064,16963,4086,9325,5851,3080,24601
AGPAT3,1290,5535,2704,8435,6596,10090,4227,9209,7309,13291,6035,3893,7018,6528,9238,4866,6073,3577,5699,5770
AGPAT4,595,437,1144,229,420,1279,1320,1951,652,535,873,748,1088,476,725,695,465,637,421,524
AGPAT5,2927,2131,1826,1666,11448,4118,4817,8029,3820,2126,1896,703,2764,636,1706,2005,1296,1067,1809,535
AGPAT6,5322,5908,5584,7340,10479,11428,3986,9744,8135,3190,6884,3052,6583,3319,5323,4920,4810,4288,5899,3637
AGPAT9,461,146,166,123,86,646,3508,220,707,101,391,416,292,1420,401,828,379,361,325,208
AGPHD1,55,131,74,198,152,142,1318,118,237,91,178,96,173,151,111,171,141,156,136,209
AGPS,2996,3081,753,2470,1274,5146,4176,3754,6536,1132,2422,3981,3823,3544,2997,2935,2823,4401,1139,3458
AGR2,19,199,158,10,2609,284,212,1627,103,334,31182,32,14426,162,3261,11341,13030,6309,15520,121
AGR3,0,8,37,0,0,95,9,4,11,60,8225,0,2044,0,1157,1120,1259,2403,1332,1
AGRN,5513,13271,7922,2400,4352,19884,2353,16310,21661,2618,23422,1623,19326,3151,10099,11068,6008,5632,21870,1525
AGTPBP1,1150,1198,556,1954,1822,3781,1154,1613,3102,629,1063,1296,1233,1275,838,1153,991,789,574,1142
AGTR1,45,45,62,8,108,81,109,8,52,111,729,2231,1512,2017,942,1039,3126,1117,383,2369
AGTRAP,2657,3421,1400,1453,4350,4579,2241,4415,2466,2503,3735,1294,1659,699,2587,1451,955,1054,3636,792
AGT,207,539,3183,129,77,1501,21,347,22,26,742,210,1022,767,689,244,360,315,293,173
AGXT2L2,582,590,475,540,965,1298,276,1034,450,213,1913,1340,1435,1735,1976,1587,1203,1051,814,1771
AHCTF1,3203,6624,7460,11631,10700,9105,9417,8315,7667,2478,3517,2749,5130,2732,2454,4525,3535,3484,1745,3674
AHCYL1,5788,8603,2166,9584,13354,15527,13621,15892,12257,6140,11887,9982,13816,11629,10427,11996,10595,10907,7564,13452
AHCYL2,505,746,745,1249,5357,2949,2683,4151,1362,1250,1626,1270,2701,1530,1272,1799,1817,1297,1313,1634
AHCY,11830,6658,6715,14538,20389,6016,18719,98981,35794,11391,10223,3370,11009,2831,7389,5698,5993,4518,13089,2966
AHDC1,1575,1075,2217,8877,930,2922,976,2998,2116,1642,3499,1265,5794,1212,2252,2205,1605,2053,3653,899
AHI1,807,691,438,2539,814,3238,4346,1834,1489,489,1219,600,1416,708,631,1655,817,912,481,718
AHNAK2,4667,9936,380,174,2307,16834,1767,790,12733,569,2818,6277,2663,2185,4731,3234,3824,3987,907,4908
AHNAK,36640,73361,9098,6614,122861,53204,9035,32483,44335,34433,143630,275994,267042,481567,232889,241701,354990,232811,67737,472337
AHRR,84,179,123,31,172,112,55,487,92,25,59,22,89,26,45,351,68,40,86,30
AHR,3796,2241,1718,294,5345,17016,7496,2012,12483,3174,5645,4533,13316,4067,4397,10062,5673,6989,4126,4336
AHSA1,6569,5211,4248,6095,7987,9873,10675,8919,18221,5059,5790,2682,4528,2564,4186,3554,2441,3020,4982,3059
AHSA2,508,614,773,740,460,533,1339,790,1038,455,2192,744,1202,865,1018,3202,812,1128,433,595
AIDA,2733,5587,4145,3359,5992,3697,6060,4215,3317,1424,3428,4159,2722,5639,3961,2961,3320,2913,1830,4475
AIF1L,1189,1178,6397,15508,2249,9894,4983,8840,3684,2577,5558,6351,8999,7640,4773,5333,5057,4509,4292,5062
AIF1,810,1361,376,303,795,1962,355,2353,1099,300,3677,2802,746,840,1821,1560,736,1046,1032,1581
AIFM1,3017,2648,1667,3954,14530,4076,2720,4278,4664,2727,2907,1745,2062,2620,2695,1843,1707,1776,2304,2022
AIFM2,1659,1201,656,3023,454,3126,427,1242,2274,802,1652,5186,2345,7537,6580,2015,3901,3067,1228,10062
AIG1,632,1619,1954,3195,1693,1892,3102,2037,2058,1404,3525,1739,2784,3333,3473,2786,3247,2927,1947,3123
AIM1,20039,5113,612,1821,9693,11234,14842,4068,4964,4248,6863,3511,12814,5668,6712,8613,7216,4815,6739,5134
AIMP1,2429,2883,2017,4986,3279,4815,3547,6436,5779,1503,3588,1382,3468,1777,2214,3468,2196,2366,2108,1718
AIMP2,1518,1736,382,988,1827,4466,2343,3740,3763,1547,1121,517,685,518,1040,502,568,503,1242,578
AIP,1698,2423,1952,3511,1002,2059,702,8601,2808,1536,3210,1902,2241,1538,2898,1977,1346,1777,2730,1644
AK1,1664,2127,1680,1152,848,1895,494,1306,794,960,2194,1499,1321,1543,2822,1071,1274,1354,1552,1431
AK2,11684,6479,3079,17034,3967,11948,21230,17981,12544,6928,6936,3282,5344,4804,5773,6062,4611,4543,5370,4847
AK3L1,733,1533,362,2970,2423,3569,4360,1119,1493,1071,901,1031,2009,2126,836,1158,1561,997,981,1741
AK3,3974,2774,2389,3530,4422,6521,6033,6995,3383,4020,6646,6178,5813,6343,5273,5760,5337,4453,2905,6832
AK5,32,138,12,13,141,4238,93,128,31,13,8125,10,3425,247,3282,6042,2813,2987,5885,63
AK7,1,9,1,12,83,12,108,109,250,9,173,20,152,5,120,135,73,110,70,17
AKAP10,683,1028,291,380,2117,1927,555,1482,776,385,1339,919,1960,1259,903,1688,1132,1299,615,1163
AKAP11,1776,2069,1055,1006,10800,4850,2678,2263,3597,971,2891,4691,7392,6010,2885,6577,4225,4744,1570,4225
AKAP12,824,1254,400,298,2133,1244,504,231,889,239,4950,24722,9546,27467,11443,7311,18234,11150,1128,28457
AKAP13,4972,6354,2291,6945,8979,16172,6645,9140,6822,1986,11254,7159,19481,5784,7141,13256,9340,7984,5734,7370
AKAP1,3539,5407,1795,15317,6910,5296,6575,7608,9199,2064,6983,4954,9076,8491,5655,7544,5581,5439,4496,4464
AKAP2,1401,1795,413,901,1574,5370,1330,1382,2037,967,2535,4381,5398,7467,4963,3539,3606,6056,1545,6450
AKAP3,100,55,31,23,50,528,76,121,32,33,135,105,225,35,87,198,34,42,106,123
AKAP5,170,174,62,294,230,633,263,544,389,87,336,27,485,48,137,356,72,153,277,32
AKAP6,94,67,73,188,2970,802,104,199,195,18,429,270,959,372,158,717,410,391,269,106
AKAP7,347,404,197,443,185,1239,333,855,903,105,603,550,697,698,518,561,579,511,439,730
AKAP8L,1562,2021,2344,3393,1309,1740,1957,6582,2389,1767,2634,968,2562,1339,1974,2542,1262,1645,1788,1287
AKAP8,1543,1740,1076,2444,1582,1534,1807,6129,2532,625,2118,700,2271,919,1343,2285,1248,1839,1460,861
AKAP9,3661,3256,1352,4670,10947,8338,4324,8671,3404,2740,6119,2503,11390,3518,2983,14772,4170,5253,3377,3290
AKD1,216,162,61,1046,246,418,424,779,412,230,403,168,595,242,211,557,194,272,170,251
AKIRIN1,3083,3681,981,9924,2989,5441,5324,7633,7643,1953,4011,1991,4603,3327,3307,3044,2795,2541,2696,2842
AKIRIN2,1606,2267,1158,2216,1587,3227,5667,5469,2482,1401,2397,1817,2530,2106,2699,2024,1791,1849,1754,2207
AKNA,2349,1994,520,567,1213,4281,721,4017,2398,904,2752,1609,1735,1553,2690,2999,1333,1452,1611,1833
AKR1A1,6374,4088,2633,13306,8905,5632,5597,9095,5865,6517,7447,3580,4888,2735,7162,4584,2915,3679,7219,2588
AKR1B10,1,1502,0,0,1666,8,6,5,1,9,600,712,358,564,1048,412,510,1165,934,605
AKR1B1,1276,3519,831,7725,6263,7032,7328,6556,8198,2483,3309,3741,1996,1581,3831,2632,1663,2356,2340,2364
AKR1C1,63,3387,310,91,11532,817,526,170,545,21,3380,10823,4392,19653,20279,3304,12774,9953,863,26237
AKR1C2,37,790,321,4,64025,808,283,179,211,7,1321,12388,2976,18809,22412,3370,9726,6335,509,34901
AKR1C3,188,1346,529,279,19024,1091,1545,1072,571,277,3017,6388,2950,9702,12914,4281,8864,6050,989,10841
AKR1E2,214,305,275,430,121,342,272,170,410,1,142,59,119,97,104,60,32,98,42,90
AKR7A2,1615,1459,933,1777,1852,3648,1982,3927,3046,2195,4920,1608,3350,3333,4013,2776,1881,2011,4018,2343
AKR7A3,56,45,125,17,1519,185,60,44,30,92,1546,9,586,10,808,902,394,94,1254,5
AKT1S1,1880,3943,2105,3233,2683,2339,4353,7667,6778,3618,3232,1802,2420,2153,3318,1686,1732,1608,3275,2000
AKT1,7713,12922,5887,9557,10217,15634,10904,8302,16724,4766,11843,6038,9180,7710,9926,9151,6594,6454,11433,7465
AKT2,4800,8689,2544,9496,7656,10905,3934,8455,5622,7058,7279,7449,7283,13304,11229,6302,8003,5672,6370,10981
AKT3,3092,1169,2089,245,2561,1418,707,3215,712,2866,1931,2745,2188,2238,1949,4505,2365,2595,982,2355
AKTIP,858,2022,1375,2047,2912,2425,1522,3158,2831,883,1846,996,1659,1633,1734,2105,1475,1877,1053,1779
ALAD,2221,1830,1226,2220,2002,2739,696,2100,3004,923,6785,3671,6319,9686,5665,6890,5846,5653,4449,9492
ALAS1,2275,3491,953,3160,2956,6368,2179,2794,4033,5741,2777,1733,3086,2916,3367,2260,1890,1819,2652,2600
ALCAM,5357,2124,2528,1946,106643,3511,3107,5103,2678,3934,12638,1161,12257,723,7701,14217,3105,5581,10077,1198
ALDH16A1,648,1995,818,1417,965,826,992,1967,968,1843,2230,1060,1524,1092,2447,1194,972,945,2262,797
ALDH18A1,5865,6477,2527,18532,10450,13305,11417,22178,9926,5881,5864,2441,6087,1991,3860,4229,3104,3346,5160,2506
ALDH1A1,592,717,334,273,1481,1150,735,495,1541,399,3071,10582,3372,12161,6225,7405,6520,5582,1384,12739
ALDH1A2,79,54,0,1,121,77,125,106,38,16,852,638,1707,1466,1396,742,810,1118,482,828
ALDH1A3,2168,2240,1035,1378,7821,15107,1817,1563,3706,371,5189,5713,5267,1275,4798,9159,4453,4931,5134,1496
ALDH1B1,3107,7740,982,3167,2106,4066,1816,7198,2810,473,2035,1068,1607,2545,1504,1694,1337,1435,1424,1187
ALDH1L1,3,14,53,52,181,176,56,120,13,7,554,5923,951,12360,3305,900,3257,1243,358,3674
ALDH1L2,777,1065,400,176,3175,3413,4330,1831,2308,85,646,1195,1261,682,682,678,898,618,167,1148
ALDH2,1939,4908,1422,16474,1883,5780,1168,10030,2853,29274,8990,58308,11086,64006,36712,16738,32248,18546,11012,67728
ALDH3A1,1,1494,4,5,4,79,13,13,22,2,752,619,406,500,1100,428,464,1055,96,575
ALDH3A2,1294,4122,1332,2715,5726,4656,4970,2527,2470,5561,7046,7491,5894,11831,9930,8967,9445,7641,3065,12776
ALDH3B1,509,706,136,106,348,1431,91,3468,1294,139,916,1044,422,511,1089,548,408,362,458,654
ALDH3B2,363,2578,178,2028,85651,3014,1472,4955,2759,7932,9223,19,2101,44,13970,6119,3358,778,20016,44
ALDH4A1,641,1907,628,682,10264,2159,655,1424,762,694,3420,2918,3614,8454,8793,2428,5105,2400,5917,8734
ALDH5A1,370,1050,1001,1547,4643,3770,1661,649,3887,1897,1389,1065,2380,3148,1640,1886,2397,1353,911,1516
ALDH6A1,188,441,92,439,6097,1759,965,1265,1059,728,1167,2202,1852,4298,1013,1901,2043,1166,799,2295
ALDH7A1,3035,3621,2542,7982,5885,4071,3433,7435,6986,4092,13683,2794,9531,4293,4355,6492,3590,5162,7983,3305
ALDH9A1,4187,6671,4013,79900,4838,9529,11060,9268,8401,15351,10336,8976,11771,16331,10664,8801,10896,10119,7476,15209
ALDOA,37161,101810,38019,39205,59605,47060,48041,99582,176102,35062,71878,24603,34202,42021,65434,28884,47924,32029,69825,31567
ALDOC,343,742,2596,1703,152,199,358,3728,268,440,2717,1268,2676,4998,5468,2127,5036,3195,2452,9040
ALG10B,191,186,294,129,1120,683,1093,882,1488,645,822,561,1336,594,593,1403,994,691,430,452
ALG10,113,110,158,161,787,615,686,799,620,219,287,155,383,202,177,358,250,204,145,189
ALG12,912,993,1690,2877,1652,922,1284,1104,1134,948,2247,725,1394,732,1823,1154,795,819,1978,672
ALG13,1044,811,1166,492,2092,1587,2617,1448,1816,607,1402,1060,1898,1020,1040,1504,1157,1115,775,922
ALG14,423,540,341,716,638,584,1621,589,589,494,701,366,512,567,804,500,568,541,579,676
ALG1,1401,1806,574,1932,3566,2384,929,3281,1696,551,1640,749,1488,774,1685,1153,1150,976,1268,786
ALG2,1656,1475,1339,1322,3585,3371,1970,2397,3538,958,3058,1396,2795,1382,2253,2535,1627,2063,1951,1093
ALG3,3521,3867,2141,7779,5012,7447,3916,7531,4514,2983,1931,1080,1444,948,2042,1055,956,931,2287,977
ALG5,1087,1782,930,1696,5794,1482,4011,2018,2332,657,2343,1156,1720,1339,1853,1840,1397,1506,1602,1478
ALG6,1015,874,808,6858,1476,2483,3316,2253,1218,1076,638,437,1053,455,659,828,539,647,604,302
ALG8,810,1571,1346,4342,7311,4721,8136,4302,4334,6226,2421,1505,2145,1949,2558,1817,2275,1651,1941,1934
ALG9,635,1658,1126,4284,3247,3463,2267,1842,1533,2299,1957,1424,1907,1840,2063,1873,1507,1606,1223,1909
ALKBH1,460,452,156,410,1230,826,1043,848,1039,332,773,272,767,388,529,730,405,625,465,368
ALKBH2,2234,940,925,2534,382,731,1954,3931,1245,471,1292,267,1022,291,704,766,512,617,1190,250
ALKBH3,127,853,367,38,1178,622,969,2542,1429,592,1591,519,999,639,1106,1150,766,1084,914,833
ALKBH4,414,638,834,1392,745,878,481,1481,668,649,1016,293,669,317,670,677,323,459,797,280
ALKBH5,3268,10334,3786,6252,8281,10751,6291,6650,4853,2975,7250,4027,6255,4080,6485,5614,4328,4659,5916,4700
ALKBH6,247,302,313,350,372,214,367,585,804,370,312,91,232,131,268,193,111,146,211,112
ALKBH7,362,937,1245,1195,901,485,551,3049,1242,1071,2256,573,1692,879,2171,846,575,742,2605,547
ALKBH8,374,497,202,367,1146,1425,380,640,723,386,719,362,867,469,492,1029,566,691,393,389
ALMS1,1982,2680,649,3218,1877,5784,4592,3958,3423,1313,1838,1065,2900,1604,1270,2594,2246,1635,1132,1694
ALOX15B,16,103,28,53,202831,106,51,47,150,54,1208,21,1069,1,41727,525,1664,252,9191,32
ALOX5AP,917,1648,124,138,842,2363,228,3558,1201,182,1404,1102,386,498,1198,773,728,529,620,1158
ALOX5,868,1266,78,100,1231,4331,243,2239,937,218,2472,953,883,209,2010,2190,767,735,1426,535
ALPK1,1189,1166,908,7172,1253,2313,835,3454,975,515,2729,1000,2749,838,1451,2566,1080,1568,1300,1026
ALPK2,130,143,55,19,388,375,72,181,165,21,90,288,62,18,39,17,48,48,186,124
ALPK3,340,240,304,243,2224,944,391,617,347,279,281,3826,1016,9395,1165,892,1035,440,255,2620
ALPL,627,1075,739,540,2230,1084,2012,4646,2604,98,12193,934,5981,1022,2460,2052,1534,1035,2124,680
ALS2CL,364,544,487,105,576,1008,39,166,518,1068,1037,359,1142,786,813,956,579,733,545,483
ALS2CR4,1078,1596,1274,3525,1620,2272,4261,6608,4988,798,4316,1381,3556,1249,1982,3691,1584,2543,2561,1074
ALS2CR8,220,81,97,137,443,432,272,588,365,116,542,321,1042,328,303,941,456,494,161,272
ALS2,1149,750,835,2306,2585,2667,2182,2995,4682,606,1426,1176,2754,1396,1040,1953,1234,1716,1015,1198
ALX3,43,169,15,749,17,518,464,188,362,45,81,47,125,43,87,119,48,94,111,50
AMACR,266,672,456,561,7835,889,735,1364,886,305,1338,956,855,804,614,889,398,467,871,573
AMBRA1,1960,2319,748,3369,2256,4536,1642,5374,3031,1465,2981,1372,3623,1458,2321,2795,2072,2205,2622,1464
AMD1,8986,3734,5094,12281,6315,16648,13607,12212,9569,2551,5274,2785,6745,2324,3165,7194,3645,3808,3559,1787
AMDHD2,512,508,329,372,514,431,213,1474,691,463,761,355,592,273,827,396,357,333,764,302
AMFR,2108,7411,3568,9596,9972,10595,5297,6735,10522,2706,15348,5100,11339,6439,9686,11407,7955,9055,7758,6072
AMICA1,419,274,91,37,265,850,181,1484,348,279,746,404,230,265,549,734,261,223,778,983
AMIGO1,78,69,49,274,366,743,100,158,267,260,463,216,426,640,315,590,395,378,190,263
AMIGO2,525,1053,402,110,1031,774,4068,273,1194,464,5580,541,5759,1545,2996,8755,2166,6390,5228,1616
AMIGO3,194,437,511,320,280,303,99,419,386,504,246,124,225,120,349,190,90,123,253,73
AMMECR1L,2344,2439,1354,2994,2778,3059,2781,4443,4461,911,2370,1492,3931,2292,1934,2681,2078,2267,1584,1771
AMMECR1,1113,1412,788,1766,2065,1808,2999,1944,2569,1617,1026,563,938,273,502,701,532,612,865,318
AMN1,162,114,634,980,475,456,722,789,870,261,687,193,721,291,465,921,418,476,383,252
AMOTL1,945,5412,1028,3518,2438,10880,7522,5808,4980,4503,5763,4753,7605,5537,4010,16698,5135,5508,4062,5274
AMOTL2,3943,6080,739,2094,1333,4604,3249,6322,1713,1319,6475,6186,13723,17791,12032,7690,7197,10282,6299,11728
